T1,DEFEAT,1,1,0,0,1
Tristana,Poppy,Annie,Nautilus,Rell
GEN,VICTORY,21,9,4,1,1
Viego,Sejuani,Milio,Alistar,Braum
Zeus
KSante,Haste,Teleport,3364,6665,3075,1029,2055,3111
1/3/0,0.3,209,7.8,8473,8324
Oner
LeeSin,Smite,Flash,3340,2055,6630,3133,3067,1036,3047
0/5/1,0.2,133,5,7521,6702
Poby
Leblanc,Teleport,Flash,3364,3087,4636,1052,3020
0/5/1,0.2,254,9.5,9072,9469
Gumayusi
Xayah,Boost,Flash,3363,1055,6675,1033,1018,3006,6672
0/3/0,0.0,288,10.8,10230,8679
Keria
RenataGlasc,Dot,Flash,3364,2065,3860,2055,1052,3158
0/5/0,0.0,34,1.3,5448,8310
Doran
Renekton,Teleport,Flash,3364,3066,6630,2421,3071,1031,3047
4/0/8,12.0,244,9.1,12505,16274
Peanut
Vi,Flash,Smite,3364,6632,1031,2421,3111,3071
3/1/9,12.0,212,7.9,11221,13024
Chovy
Neeko,Teleport,Flash,3364,3152,3157,3158,1082,4645
2/0/9,11.0,249,9.3,11581,17207
Peyz
Kaisa,Boost,Flash,3363,2420,3020,3087,3115,3124
8/0/5,13.0,292,10.9,14851,15250
Delight
Rakan,Dot,Flash,3364,2065,3158,3860,2055,3916,3067
4/0/11,15.0,37,1.4,8283,5420
|
GEN,VICTORY,12,9,3,1,2
Viego,Sejuani,Poppy,Rell,Gragas
T1,DEFEAT,7,1,1,0,0
Tristana,Leblanc,Neeko,Nocturne,Renekton
Zeus
Jax,Teleport,Flash,3340,3155,3157,2055,3158,6632,3071
1/3/0,0.3,209,7.8,8473,8324
Oner
Khazix,Flash,Smite,3364,6692,3179,6694,3111,1036
0/5/1,0.2,133,5,7521,6702
Poby
Annie,Teleport,Flash,3364,3152,2421,3191,3116,3158,1082
0/5/1,0.2,254,9.5,9072,9469
Gumayusi
Xayah,Heal,Flash,3363,1055,3139,3006,3156,6672,6675
0/3/0,0.0,288,10.8,10230,8679
Keria
Rakan,Dot,Flash,3364,2065,3111,3860,2055,3023,1028
0/5/0,0.0,34,1.3,5448,8310
Doran
Gnar,Teleport,Flash,3364,3071,6631,3044,2055,1037,3047
4/0/8,12.0,244,9.1,12505,16274
Peanut
Vi,Smite,Flash,3364,2420,6632,3071,1029,3047
3/1/9,12.0,212,7.9,11221,13024
Chovy
Azir,Teleport,Flash,3363,1058,1058,2139,4644,3111,3115
2/0/9,11.0,249,9.3,11581,17207
Peyz
Kaisa,Boost,Flash,3363,3115,3124,3087,3020,1055
8/0/5,13.0,292,10.9,14851,15250
Delight
Nautilus,Dot,Flash,3364,3001,3860,2055,3047,1029,1028
4/0/11,15.0,37,1.4,8283,5420